PMID,extracted_sentence,Label
23229900,"Among them, 4        piRNAs(piR-4987, piR-20365, piR-20485 and <piRNA>piR-20582</piRNA>) were confirmed to be        up-regulated by realtime RT-PCR in 50 <disease> breast cancer disease</disease> ",positive
23229900, <piRNA>PiRNAs</piRNA> might play a role in breast <disease>cancer disease</disease> and act as tumor        markers.,Negative
32138598,"They also have important        functions in tumorigenesis, as indicated by aberrantly expressed <piRNA>piRNAs</piRNA> being        recently shown to play roles in the process of <disease>cancer disease</disease> development.",positive
35403682,"Additionally, we reported that PIWIL1, aberrantly induced in human tumors,        functions as an oncoprotein in a <piRNA>piRNA</piRNA>-independent manner in <disease>cancer disease</disease> cells.",positive
31769925,"Upregulation of U1 snRNA and <piRNA>piR-972</piRNA>,        and downregulation of tRNA-ser (1) and snoRA24 was confirmed in dog <disease>melanoma</disease>      tissue and cell lines by quantitative reverse transcription PCR.",positive
31769925,"In our study, snRNA, snoRNA, tRFs and <piRNA>piRNA</piRNA> were        dysregulated during <disease>melanoma</disease> progression.",positive
26408181,"    interestingly, <piRNA>piRNA</piRNA> has also been shown to be implicated in <disease>cancer disease</disease> biology.",positive
26408181,"Restoration of <piRNA>piR-55490</piRNA> can reduce the proliferation rates of <disease>lung cancer disease</disease> cells,       ",positive
26408181,Further study revealed that <piRNA>piR-55490</piRNA> suppressed the activation of        Akt/mTOR pathway in<disease> lung cancer disease</disease> cells.,positive
26408181,The introduction of an mTOR construct resistant to        action of <piRNA>piR-55490</piRNA> was able to abolish the effect of piR-55490 on <disease> lung cancer disease</disease> cells.,positive
26408181,The introduction of an mTOR construct resistant to        action of piR-55490 was able to abolish the effect of <piRNA>piR-55490</piRNA> on <disease> lung cancer disease</disease> cells.,positive
26408181,"In conclusions, we found that <piRNA>piRNA</piRNA> can contribute to the suppression of        <disease>cancer disease</disease> cell phenotypes by directly targeting a oncogene mRNA.",positive
26408181,This finding        facilitates our understanding of <piRNA>piRNA</piRNA>'s function and its association with human        <disease>cancer disease</disease>.,Negative
32070788,"In addition, <piRNA>piRNAs</piRNA> are differentially expressed in <disease>Alzheimer's</disease>        brain tissues and studies also revealed the association of denovo mutations in        PIWI genes with autism.",positive
37657666,", aberrant expression of <piRNA>PIWI-interacting RNAs</piRNA> has        been discovered in a variety of <disease>cancer disease</disease> cells.",positive
21616063,The <piRNA>piR-651</piRNA> inhibitor was transfected into <disease> gastric cancer disease</disease> cells to  assess its influence on cell growth.,positive
21616063,Cell cycle analysis was used to reveal the        cellular mechanisms of <piRNA>piR-651</piRNA> in the genesis of <disease> gastric cancer disease</disease>.,Negative
21616063,<piRNA>piR-651</piRNA>        expression was upregulated in <disease> gastric cancer disease</disease> tissues compared with paired  non-cancerous tissues.,positive
21616063,"The expression of <piRNA>piR-651</piRNA> in gastric, colon,  breast and <disease>lung cancer disease</disease>   tissues was higher than that in paired non-cancerous tissues.",positive
21616063,"The expression of <piRNA>piR-651</piRNA> in gastric, colon, lung, and <disease> breast cancer disease</disease>   tissues was higher than that in paired non-cancerous tissues.",positive
21616063,"The expression of <piRNA>piR-651</piRNA> in gastric, colon, breast, and <disease> colon cancer disease</disease>   tissues was higher than that in paired non-cancerous tissues.",positive
21616063,"The expression of <piRNA>piR-651</piRNA> in lung, colon, breast, and <disease> gastric cancer disease</disease>   tissues was higher than that in paired non-cancerous tissues.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease cell lines including        gastric, lung, mesothelium, breast, liver, and <disease> cervical cancer disease</disease> cell lines.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease cell lines including        cervical, lung, mesothelium, breast, liver, and <disease> gastric cancer disease</disease> cell lines.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease cell lines including        gastric, cervical, mesothelium, breast, liver, and <disease> lung cancer disease</disease> cell lines.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease cell lines including        gastric, lung, cervical , breast, liver, and <disease> mesothelium cancer disease</disease> cell lines.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease cell lines including        gastric, lung, mesothelium, cervical, liver, and <disease> breast cancer disease</disease> cell lines.",positive
21616063,"The upregulated        expression of <piRNA>piR-651</piRNA> was confirmed in several disease] cell lines including        gastric, lung, mesothelium, breast, cervical, and <disease> liver cancer disease</disease> cell lines.",positive
21616063, <piRNA>piR-651</piRNA> might be involved in the development of      <disease>  gastric cancer disease</disease> and other cancers,Negative
27289065,"Recently, PIWI-interacting small non-coding RNAs (<piRNA>piRNAs</piRNA>) have emerged as novel  <disease>cancer disease</disease> biomarkers candidate because of their high expression level in various   cancer disease types and role in the control of tumor suppressor genes.",positive
27289065,"Recently, PIWI-interacting small non-coding RNAs (<piRNA>piRNAs</piRNA>) have emerged as novel  cancer disease biomarkers candidate because of their high expression level in various        <disease>cancer disease</disease> types and role in the control of tumor suppressor genes.",positive
27289065,"The <piRNA>piR-36026 MB </piRNA> successfully visualized endogenous        piR-36026 biogenesis, which is highly expressed in MCF7 cells (a human <disease> breast        cancer disease</disease> cell line), and ",positive
27289065,"The piR-36026 MB successfully visualized endogenous        <piRNA>piR-36026</piRNA> biogenesis, which is highly expressed in MCF7 cells (a human <disease> breast        cancer disease</disease> cell line), and ",positive
27289065,simultaneously inhibited <piRNA>piR-36026</piRNA>-mediated <disease> breast cancer disease</disease>  progression in vitro and in vivo.,positive
31837464,"We found that <piRNA>piR-31470</piRNA> was highly expressed in <disease> prostate cancer disease</disease>  cells,",positive
31837464,<piRNA>piR-31470</piRNA> could bind to piwi-like RNA-mediated gene silencing 4 (PIWIL4) to form the PIWIL4/<piRNA>piR-31470</piRNA> complex.,Negative
31837464,This discovery may provide a novel        therapeutic strategy by targeting <piRNA>piRNAs</piRNA> for the epigenetic treatment of <disease> prostate cancer disease</disease>.,Negative
29963267,<piRNA>PIWI-interacting RNAs</piRNA>  previously found to be upregulated in <disease>cancer disease</disease> cells.,positive
29963267,"In        conclusion, GPAT2 silencing quantitatively and qualitatively affects the        population of <piRNA>PIWI-interacting RNAs</piRNA>, tRNA derived fragments and miRNAs which, in        combination, result in a more differentiated <disease>cancer disease</disease> cell phenotype.",Negative
36555927,P-element-induced wimpy testis (PIWI) proteins work together with        <piRNA>piwi-interacting RNAs</piRNA> (<piRNA>piRNAs</piRNA>) to perform epigenetic regulation and as such hold        great potential as biomarkers for <disease> pancreatic cancer disease</disease>.,positive
36555927,We aimed to discover PIWIL3- and        PIWIL4-modulated <piRNA>piRNAs</piRNA> and determine their potential mechanisms in pancreatic        <disease>cancer disease</disease> and the clinical implications.,Negative
36555927,"After validation in <disease>pancreatic cancer disease</disease>-derived cell lines and one        untransformed pancreatic cell line, these <piRNA>piRNAs</piRNA> were evaluated in plasma samples        from healthy donors (n = 27) or patients with pancreatic <disease>cancer</<disease>disease</disease>> (n = 45).",Negative
